14314892;137596086;137612072;
14314892;137612072;137527990;
14314892;137527990;137612074;
14314892;137612074;137494764;
14315001;137494757;137558622;
14315470;137620218;137620221;
14315470;137620221;137318604;
14315470;137318604;137527998;
14315759;137417394;137488677;
14315988;137472938;2186344131;
14315988;2186344131;2163870363;
14315988;2163870363;2163870362;
14315988;2163870362;2186344128;
14315988;2186344128;2163870360;
14315988;2163870360;2163870361;
14315988;2163870361;2186344134;
14315988;2186344134;2163870365;
14315988;2163870365;2163870366;
14315988;2163870366;2163870368;
14315988;2163870368;2163870367;
14315988;2163870367;2186344136;
14315988;2186344136;2163870364;
14315988;2163870364;137604887;
14317743;137620221;137656236;
14317749;137443485;137262740;
14317749;137262740;137574693;
14318459;137417387;137596083;
14318459;137596083;137666302;
14318459;137666302;137527988;
14318459;137527988;137494761;
14321046;137417391;137704159;
14321046;137704159;137596088;
14321046;137596088;137704162;
14321046;137704162;137527992;
14321046;137527992;137494770;
14321146;2203510940;137705456;
14321146;137705456;2203510941;
14322354;137724081;137724084;
14323250;137604890;137574690;
14323250;137574690;137262738;
14323250;137262738;137443479;
14323250;137443479;137724081;
14323250;137724081;137431687;
14323250;137431687;137319795;
14324632;137527143;137443763;
14324633;137433831;137757563;
14324633;137757563;137666302;
14324633;137666302;137390000;
14324633;137390000;137612072;
14324633;137612072;137704162;
14324633;137704162;137743531;
14324884;137529908;137761156;
14324884;137761156;137761158;
14324884;137761158;137761160;
14324884;137761160;137222683;
191523191;137427945;137443751;
191523191;137443751;137305728;
191523191;137305728;137443754;
191523191;137443754;137443757;
191523191;137443757;2961173846;
191523191;2961173846;137443759;
191523191;137443759;137417383;
191523191;137417383;137443763;
191523191;137443763;137443772;
191523191;137443772;2156006643;
191523191;2156006643;137443775;
191523191;137443775;137251025;
191523191;137251025;137304223;
191523191;137304223;137438695;
191523191;137438695;137318097;
191523191;137318097;137443778;
191523191;137443778;137443780;
191523191;137443780;137443782;
191523191;137443782;3584305544;
191523191;3584305544;137443783;
191523191;137443783;137240450;
191523191;137240450;137443785;
191523191;137443785;1152421720;
191523191;1152421720;137443788;
191523191;137443788;137349778;
191523191;137349778;137443791;
191523191;137443791;137443794;
191523191;137443794;137443797;
191523191;137443797;137307760;
191523191;137307760;137346034;
191523191;137346034;137411761;
191523191;137411761;4168448135;
191523191;4168448135;137443800;
191523191;137443800;137420333;
208331319;2186344062;2186344059;
210261546;2203510946;2203510945;
210261546;2203510945;2203510944;
210261546;2203510944;2203510943;
210261546;2203510943;2203510942;
210261546;2203510942;2203510940;
210261548;137705456;137488681;
210261548;137488681;137705459;
210261548;137705459;137705462;
210261548;137705462;137705465;
210261548;137705465;137705468;
210261549;137705468;2203510947;
210261549;2203510947;2203510949;
210261549;2203510949;2203510946;
210537862;2186344059;2206213247;
210537862;2206213247;2206213248;
210537862;2206213248;2835541435;
210537862;2835541435;2206213249;
228919643;137417393;137596090;
228919643;137596090;137743531;
228919643;137743531;137527995;
228919643;137527995;137494776;
228919646;137319806;137319798;
228919646;137319798;137319795;
228919646;137319795;137319792;
228919678;137527995;1437762031;
228919678;1437762031;137261618;
228919678;137261618;137527998;
228919678;137527998;137319798;
228919678;137319798;137443482;
228919708;137494776;137494783;
228919708;137494783;137319806;
228919708;137319806;137443488;
228919708;137443488;137494784;
228919708;137494784;137494787;
228919708;137494787;137494790;
228919708;137494790;137491208;
228919708;137491208;2186344154;
228919708;2186344154;137494793;
228919708;137494793;137494796;
228919708;137494796;2186344152;
228919708;2186344152;137494799;
228919708;137494799;137494802;
228919708;137494802;137451311;
228919708;137451311;137494808;
228919708;137494808;137305958;
228919708;137305958;137287995;
228919739;137433838;2186398236;
228919739;2186398236;2186398242;
228919739;2186398242;2186398264;
228919739;2186398264;137433841;
228919739;137433841;2186398275;
228919739;2186398275;2186398294;
228919739;2186398294;137433853;
228919740;137494729;137494734;
228919740;137494734;137239591;
228919740;137239591;137494736;
228919740;137494736;137494738;
228919740;137494738;137494740;
228919740;137494740;137494742;
228919740;137494742;137494744;
228919740;137494744;137494746;
228919740;137494746;137443772;
228919781;137443772;137494757;
228919781;137494757;137433838;
228919781;137433838;137494761;
228919781;137494761;137390004;
228919781;137390004;137433283;
228919781;137433283;137494764;
228919781;137494764;137494770;
228919781;137494770;137494776;
228919782;137443763;137345680;
228919782;137345680;137757555;
228919782;137757555;137571136;
228919785;137743531;137261608;
228919785;137261608;137620218;
228919785;137620218;137319792;
228919785;137319792;137757566;
228919785;137757566;137604887;
276152546;137494776;137533067;
276152546;137533067;137602113;
276152546;137602113;137563255;
276152546;137563255;137310340;
276152546;137310340;137594621;
276152546;137594621;137438685;
276152547;137319823;137319821;
276152547;137319821;1345379837;
276152547;1345379837;137319818;
276152547;137319818;137319815;
276152547;137319815;137319812;
276152547;137319812;137300299;
276152547;137300299;137319808;
276152547;137319808;137319806;
276152548;137443488;2186398224;
279334347;2206213248;2206213250;
