14291041;137199528;2835541436;
14291041;2835541436;2206213250;
14291041;2206213250;2206213251;
14291041;2206213251;137199530;
14291748;137222679;137222683;
14291748;137222683;137222686;
14291748;137222686;137222690;
14293701;137261608;137261612;
14293701;137261612;137261614;
14293701;137261614;137261618;
14293761;137262738;137262740;
14296639;137318604;137318607;
14297464;137334463;137334466;
14297464;137334466;137334469;
14297464;137334469;137334470;
14297988;137345680;137345683;
14297988;137345683;137345685;
14297988;137345685;137334463;
14300846;137389991;137389994;
14300846;137389994;137390000;
14300846;137390000;137390002;
14300846;137390002;137390004;
14303062;137431687;137431690;
14303169;137433283;137433286;
14303169;137433286;137433289;
14303169;137433289;2186398299;
14303169;2186398299;137433290;
14303215;137417385;137433829;
14303215;137433829;137433831;
14303215;137433831;137433835;
14303215;137433835;137433838;
14303766;137443479;137443482;
14303766;137443482;137443485;
14303766;137443485;137443488;
14304880;137462339;137261614;
14306693;137488677;137488681;
14309145;137527918;137527921;
14309145;137527921;137527926;
14309145;137527926;137527929;
14309145;137527929;137527932;
14309145;137527932;137222686;
14309149;137433835;137527988;
14309149;137527988;137390002;
14309149;137390002;137527990;
14309149;137527990;137527992;
14309149;137527992;137527995;
14309254;137529905;137529907;
14309254;137529907;137529908;
14309254;137529908;137529910;
14309254;137529910;137527918;
14309254;137527918;137529913;
14309852;137494783;137299767;
14311455;137529913;137199528;
14311455;137199528;2206213249;
14311455;2206213249;137222690;
14311933;137571136;137571139;
14311933;137571139;137571142;
14311933;137571142;137571145;
14311933;137571145;137571149;
14311933;137571149;137334470;
14312131;137574690;137574693;
14312648;137581396;137529905;
14312648;137529905;137581398;
14312648;137581398;137222679;
14312648;137222679;137581400;
14312864;137584822;137261612;
14313643;137433829;137596083;
14313643;137596083;137389994;
14313643;137389994;137596086;
14313643;137596086;137596088;
14313643;137596088;137596090;
14314290;137417398;137604874;
14314290;137604874;137604877;
14314290;137604877;2186344059;
14314290;2186344059;137199530;
14314290;137199530;137604887;
14314290;137604887;137604890;
14314290;137604890;137527963;
14314290;137527963;137604893;
14314290;137604893;137494787;
14314892;137417389;137596086;
