104686869;1207730441;1207528725;
104686869;1207528725;1207528708;
104686869;1207528708;1207528695;
104686869;1207528695;1207528762;
104686869;1207528762;1207528698;
104686869;1207528698;1207730289;
104686869;1207730289;1207528707;
104686869;1207528707;1207730168;
104686869;1207730168;1207528747;
104686869;1207528747;1207528742;
104686869;1207528742;1247388440;
104686869;1247388440;1207528737;
104686869;1207528737;1207711164;
104701330;1207711171;1207594067;
104701330;1207594067;1207592772;
104701330;1207592772;1207590714;
104701330;1207590714;1207594023;
104701330;1207594023;1207594149;
104701330;1207594149;1207592221;
104701330;1207592221;1207711160;
104701330;1207711160;1207711162;
104705508;1207730168;1207730129;
104705508;1207730129;1207730431;
104705508;1207730431;1207730206;
104705508;1207730206;1207730362;
104705508;1207730362;1207730173;
104705508;1207730173;1207730125;
104705511;1207730399;1207730386;
104705511;1207730386;1207730095;
104705511;1207730095;1207730355;
104705511;1207730355;1207730357;
104705511;1207730357;1207730438;
104705511;1207730438;1207730289;
105481849;1247388496;1214900535;
105481849;1214900535;1214900534;
105481849;1214900534;1214900437;
105481849;1214900437;1214900441;
105481849;1214900441;1214900540;
105481849;1214900540;1214900452;
105481849;1214900452;1247388206;
105481850;1207730168;1214900434;
105481850;1214900434;1214900432;
105481850;1214900432;1214900531;
105481850;1214900531;1214900518;
105481850;1214900518;1214900479;
105481850;1214900479;1214900472;
105481850;1214900472;1214900532;
105481850;1214900532;1238928568;
105481850;1238928568;1238928566;
105481850;1238928566;1214900522;
105481851;1214900472;1214900442;
105481851;1214900442;1214900478;
105481852;1214900522;1214900508;
105481852;1214900508;1214900478;
105481852;1214900478;1214900529;
105481852;1214900529;1214900520;
105481852;1214900520;1214900504;
105481852;1214900504;1214900436;
105481852;1214900436;1214900440;
105481852;1214900440;1214900429;
105481852;1214900429;1240233113;
105481852;1240233113;1214900427;
105481852;1214900427;1214900484;
105481855;1247388440;1214900510;
105481855;1214900510;1214900435;
105481855;1214900435;1214900433;
105481855;1214900433;1214900482;
105481855;1214900482;1214900476;
105481855;1214900476;1214900451;
105481855;1214900451;1214900491;
107099768;1214900522;1214900491;
107099768;1214900491;1247388496;
107099768;1247388496;1214900481;
107099768;1214900481;1207592772;
107876103;1238928579;1238928591;
107876103;1238928591;1238928576;
107876103;1238928576;1238928563;
107876103;1238928563;1238928586;
107876115;1214900484;1214900462;
107876115;1214900462;1214900544;
107876115;1214900544;1238928586;
107876115;1238928586;1214900444;
107876115;1214900444;1214900455;
107876115;1214900455;1207528698;
107876121;1238928566;1238928571;
107876121;1238928571;1238928584;
107876121;1238928584;1238928568;
107876123;1238928564;1238928588;
107876123;1238928588;1238928593;
107876123;1238928593;1238928575;
107876123;1238928575;1238928563;
240980243;2486636582;2486636568;
240980243;2486636568;2486636599;
240980243;2486636599;2486636592;
240980243;2486636592;2486636565;
240980243;2486636565;2486636575;
240980243;2486636575;2486636579;
240980243;2486636579;2486636587;
240980243;2486636587;2486636574;
240980243;2486636574;2486636580;
240980243;2486636580;2486636604;
240980243;2486636604;2486636577;
240980243;2486636577;2486636595;
240980243;2486636595;2486636561;
240980243;2486636561;2486636582;
240980243;2486636582;2486636602;
240980243;2486636602;2486636597;
